,name,time,perc
3383,Miju,417.8978166666667,0.005298905796643328
3384,pronunciations,417.8671833333333,0.005298517368800212
3385,RadioBethany,417.48711666666674,0.0052936981584985774
3386,Harvard_Graduate,417.20570000000004,0.005290129821104123
3387,scary_devil,416.4146833333334,0.005280099802680781
3388,DampFijiWater,416.2156666666668,0.0052775762896913134
3389,onda545,415.24315,0.00526524486799728
3390,Babian420,414.8517666666667,0.0052602821634053975
3391,getcoleeau,414.61151666666666,0.005257235815549841
3392,cpthombre,414.38511666666665,0.005254365084417697
3393,thedylan911,414.06698333333327,0.005250331183074177
3394,ISLANDBNQ,413.9968333333333,0.005249441687540079
3395,ThatOneClown,413.29734999999994,0.0052405723033465456
3396,Duck284,413.2143,0.005239519237001473
3397,Mayes7,412.9906166666666,0.005236682952952259
3398,DINOBOY50,412.8577333333334,0.005234998004533785
3399,Nefenit,412.68388333333337,0.005232793602557975
3400,Zombieniko,412.6287166666667,0.005232094094309492
3401,xxMC_CRAFTERxx,412.6268833333334,0.005232070847811809
3402,Miwea,412.351,0.005228572672574
3403,jackcrowther1uk,412.29425,0.005227853087804789
3404,AFKG0D,412.1938333333334,0.005226579813727113
3405,Garciat427,411.9350666666668,0.005223298676244954
3406,bottle_o_awesome,411.8979666666666,0.005222828251664551
3407,fllusky,411.7395000000001,0.00522081890893749
3408,Onyx_Scorpin,411.7018166666666,0.0052203410877441885
3409,hydro78878,411.2791166666666,0.005214981290705508
3410,Thefrog101,411.08546666666655,0.0052125258265547135
3411,Messo45,410.92573333333337,0.005210500422611071
3412,ThePureMC,410.9116,0.005210321213247109
3413,DuykhanhGaming,410.8240666666666,0.0052092112986486085
3414,Holofan4life,410.7854499999999,0.00520872164287467
3415,Skeleton547,410.77234999999996,0.005208555536082129
3416,Endercreepest,410.76824999999997,0.0052085035484600375
3417,AdBlocked,410.51283333333333,0.0052052648886690995
3418,JoJo7390,410.50778333333346,0.005205200855134572
3419,Der_Gian,410.2859833333334,0.005202388451578433
3420,VeryThiccPotato,409.9475666666666,0.005198097359437812
3421,Jasir_02,409.49266666666676,0.0051923292693670875
3422,greenfroggy425,409.4455833333333,0.005191732257040208
3423,OLOEMM,409.40018333333336,0.005191156589224841
3424,Benny_Offender,409.3746,0.0051908321949162535
3425,Vaithesuperb,409.35856666666666,0.005190628893727419
3426,QBxtron69,409.3571333333333,0.005190610719192867
3427,Stampy_II_YT,409.3329,0.005190303442759847
3428,Thizagu,408.97931666666665,0.005185820038683843
3429,bopsop,408.6709333333332,0.00518190976644164
3430,GreenPixel,408.5775,0.00518072504038696
3431,PaulTheGamerOne,408.39335,0.005178390035360528
3432,Vegemite420,408.18881666666664,0.005175796571546211
3433,Amannameddavid,408.09551666666675,0.005174613536145907
3434,nonamefits,407.82758333333334,0.005171216166175327
3435,T0242,407.807,0.005170955171405878
3436,Moist_Nut,407.7743333333333,0.005170540961083513
3437,stribor14,407.606,0.005168406509932552
3438,SmellySteve,407.54699999999997,0.0051676583953707295
3439,Natural_Spring,407.3981666666667,0.005165771202422406
3440,Florian_07,407.03365,0.005161149164687488
3441,mr_toolbox,406.98285000000004,0.005160505025369851
3442,YozyoRukh,406.9825166666667,0.005160500798733909
3443,Flareity,406.9484166666667,0.005160068413876991
3444,Nether_Lava,406.6261666666666,0.005155982313579581
3445,YaBoiBunt,406.4816333333334,0.005154149644234915
3446,Trobl3mak3r,406.4739333333333,0.005154052008944643
3447,__Riley__J,406.3838,0.005152909126585792
3448,LuchsC4,406.3506166666666,0.005152488364977715
3449,JNinjahall,405.82663333333335,0.005145844304607908
3450,mavi_qan,405.64938333333333,0.005143596790945485
3451,Mlecz,405.15436666666665,0.005137320025239079
3452,iperion1,405.0815999999999,0.005136397350612831
3453,GuyDio,405.0647833333333,0.005136184116829533
3454,BlaZeDoozAYeet,404.9998499999999,0.0051353607681479336
3455,codysmile11,404.9622666666667,0.005134884214945418
3456,Hi5,404.73965000000004,0.005132061456131222
3457,Fireshark3,404.7347833333333,0.005131999747246461
3458,Evie_Bos,404.62589999999994,0.005130619116615844
3459,Poolie32006,404.3578,0.005127219633327294
3460,miaou_cat001,403.99766666666665,0.005122653175855019
3461,Dispencediamond,403.78635,0.005119973699999274
3462,the_thunder_kids,403.72729999999996,0.00511922495144206
3463,OhDatGuyy,403.3299833333333,0.0051141870127304
3464,Telefonbuch,403.30605,0.00511388354026973
3465,NathanDweller,403.2278166666666,0.005112891548814025
3466,cerealwithnomilk,403.19515,0.005112477338491661
3467,datgillyweed,402.5520499999999,0.005104322889767799
3468,waifu_hunta,402.19531666666666,0.00509979954398214
3469,GeT_WreCkeD_XD,402.13833333333343,0.005099077000567771
3470,f3r,402.1364166666667,0.005099052697411102
