,Killer,Num,Perc
627,FuglyTurtle,2.0,0.003602889517392949
628,Budha4CZ,2.0,0.003602889517392949
629,nametocrafting,2.0,0.003602889517392949
630,MizzyTS,2.0,0.003602889517392949
631,Soulbond,2.0,0.003602889517392949
632,StacherBoi,2.0,0.003602889517392949
633,SporeCarrier,2.0,0.003602889517392949
634,EarlobeMan,2.0,0.003602889517392949
635,HengmoQT,2.0,0.003602889517392949
636,Dr_Despacti0,2.0,0.003602889517392949
637,Ryderz,2.0,0.003602889517392949
638,Killgamer811,2.0,0.003602889517392949
639,ali997,2.0,0.003602889517392949
640,iQuackeh,2.0,0.003602889517392949
641,epicjbug,2.0,0.003602889517392949
642,Dantilino,2.0,0.003602889517392949
643,PiggyP0,2.0,0.003602889517392949
644,BlLAL,2.0,0.003602889517392949
645,VanguardPanda,2.0,0.003602889517392949
646,Nakorme,2.0,0.003602889517392949
647,Noviip,2.0,0.003602889517392949
648,Battino,2.0,0.003602889517392949
649,Swordjouster,2.0,0.003602889517392949
650,Nurax666,2.0,0.003602889517392949
651,mjlee2003,2.0,0.003602889517392949
652,fireball275v,2.0,0.003602889517392949
653,333xunder333,2.0,0.003602889517392949
654,korelon3321,2.0,0.003602889517392949
655,slimelover2k13,2.0,0.003602889517392949
656,Xorql,2.0,0.003602889517392949
657,Chexxor,2.0,0.003602889517392949
658,Cl0axx,2.0,0.003602889517392949
659,Hoode,2.0,0.003602889517392949
660,CloutGamner,2.0,0.003602889517392949
661,TheKidPrince936,2.0,0.003602889517392949
662,alphapanda52,2.0,0.003602889517392949
663,Jhnv,2.0,0.003602889517392949
664,BigOKlips,2.0,0.003602889517392949
665,Nepither,2.0,0.003602889517392949
666,gman27gs,2.0,0.003602889517392949
667,DaTaMC_,2.0,0.003602889517392949
668,Nuuz,2.0,0.003602889517392949
669,YottaYT,2.0,0.003602889517392949
670,The_Poro_King,2.0,0.003602889517392949
671,Sobrain1337,2.0,0.003602889517392949
672,theprobanana081,2.0,0.003602889517392949
673,flopdood,2.0,0.003602889517392949
674,_pingwarrior,2.0,0.003602889517392949
675,ToreBj,2.0,0.003602889517392949
676,MalevichwlaD,2.0,0.003602889517392949
677,Sumu951,2.0,0.003602889517392949
678,sillyslappy,2.0,0.003602889517392949
679,0tjb,2.0,0.003602889517392949
680,littlecubes2,2.0,0.003602889517392949
681,datgillyweed,2.0,0.003602889517392949
682,Tornadoking1,2.0,0.003602889517392949
683,FreddyStudio0,2.0,0.003602889517392949
684,DonitaLikePP,2.0,0.003602889517392949
685,Mrkiller663,2.0,0.003602889517392949
686,tonytarantula,2.0,0.003602889517392949
687,Alt3_,2.0,0.003602889517392949
688,axber,2.0,0.003602889517392949
689,DUSTORM,2.0,0.003602889517392949
690,hero1471,2.0,0.003602889517392949
691,Vilsas,2.0,0.003602889517392949
692,Niteryder007,2.0,0.003602889517392949
693,XZXAPEVK,2.0,0.003602889517392949
694,littlemoth_,2.0,0.003602889517392949
695,didntcap,2.0,0.003602889517392949
696,Boomysauce,2.0,0.003602889517392949
697,Klemenator,2.0,0.003602889517392949
698,SalC1,2.0,0.003602889517392949
699,Filipe327,2.0,0.003602889517392949
700,VillagerFilms,2.0,0.003602889517392949
701,Chezz__,2.0,0.003602889517392949
702,ThePvPNoob_06,2.0,0.003602889517392949
703,DubLux,2.0,0.003602889517392949
704,Futh,2.0,0.003602889517392949
705,ImpulseOP,2.0,0.003602889517392949
706,Thepenguin9,2.0,0.003602889517392949
707,ByePie,2.0,0.003602889517392949
708,TabascoPants,2.0,0.003602889517392949
709,saxon78,2.0,0.003602889517392949
710,GoofyGecko,2.0,0.003602889517392949
711,Mure222,2.0,0.003602889517392949
712,astr0nomic,2.0,0.003602889517392949
713,Frogss,2.0,0.003602889517392949
714,10100,2.0,0.003602889517392949
715,FLLMALL,2.0,0.003602889517392949
716,njskill,2.0,0.003602889517392949
717,thedude502,2.0,0.003602889517392949
718,LavaBow,2.0,0.003602889517392949
719,AdamRayenAnas,2.0,0.003602889517392949
720,FinnishOne,2.0,0.003602889517392949
721,aceuwu,2.0,0.003602889517392949
722,Nufti,2.0,0.003602889517392949
723,G4723,2.0,0.003602889517392949
724,WomenAreObjects,2.0,0.003602889517392949
725,jcaa12345677,2.0,0.003602889517392949
726,Gobbledywa,2.0,0.003602889517392949
727,Escrit,2.0,0.003602889517392949
728,Fedorov,2.0,0.003602889517392949
729,diggm243,2.0,0.003602889517392949
730,Pigeonz,2.0,0.003602889517392949
731,mcff,2.0,0.003602889517392949
732,nonvigintillion,2.0,0.003602889517392949
733,Jackb1379,2.0,0.003602889517392949
734,_Smackimus_,2.0,0.003602889517392949
735,princecraft350,2.0,0.003602889517392949
736,Warpeer,2.0,0.003602889517392949
737,Shrimpps,2.0,0.003602889517392949
738,3233,2.0,0.003602889517392949
739,WillTh3Pill,2.0,0.003602889517392949
740,Uwutimer,2.0,0.003602889517392949
741,BarrenDomeSex,2.0,0.003602889517392949
742,LXDE,2.0,0.003602889517392949
743,jenson2956,2.0,0.003602889517392949
744,Textx,2.0,0.003602889517392949
745,BlackAsNight,2.0,0.003602889517392949
746,HMGPLYR,1.0,0.0018014447586964745
747,ChooseNewMine,1.0,0.0018014447586964745
748,okinahiru,1.0,0.0018014447586964745
749,TheInfInventor,1.0,0.0018014447586964745
750,EpicCrafter03,1.0,0.0018014447586964745
751,KingOfGames246,1.0,0.0018014447586964745
752,Wendy00,1.0,0.0018014447586964745
753,lamo88,1.0,0.0018014447586964745
754,ONI_MIKO,1.0,0.0018014447586964745
755,Z0kk0z,1.0,0.0018014447586964745
756,Kienlabadao,1.0,0.0018014447586964745
757,wowloop,1.0,0.0018014447586964745
758,Skenky,1.0,0.0018014447586964745
759,EtikaNetwork,1.0,0.0018014447586964745
760,Sustention,1.0,0.0018014447586964745
761,irkt11,1.0,0.0018014447586964745
762,PsychicCirno,1.0,0.0018014447586964745
763,Thehappyemperor,1.0,0.0018014447586964745
764,DavRiCZ,1.0,0.0018014447586964745
765,miCOOL,1.0,0.0018014447586964745
766,Cursore,1.0,0.0018014447586964745
767,Dartharsch,1.0,0.0018014447586964745
768,Corriisabamf,1.0,0.0018014447586964745
769,beekeeper11,1.0,0.0018014447586964745
770,_Krypt1c_,1.0,0.0018014447586964745
771,physicsnurd,1.0,0.0018014447586964745
772,Viktor951,1.0,0.0018014447586964745
773,zozo9177,1.0,0.0018014447586964745
774,Fumy,1.0,0.0018014447586964745
775,Enver_Pasa,1.0,0.0018014447586964745
776,Viktor01,1.0,0.0018014447586964745
777,MRbenso,1.0,0.0018014447586964745
778,limbolegs,1.0,0.0018014447586964745
779,Suizid_Hase,1.0,0.0018014447586964745
780,nix2025,1.0,0.0018014447586964745
781,jony_aguilar,1.0,0.0018014447586964745
782,2b7,1.0,0.0018014447586964745
783,Utilaty,1.0,0.0018014447586964745
784,alfred1905,1.0,0.0018014447586964745
785,twining_t86,1.0,0.0018014447586964745
786,Kirahkani,1.0,0.0018014447586964745
787,GenderPretender,1.0,0.0018014447586964745
788,GZ7,1.0,0.0018014447586964745
789,50Xavier8,1.0,0.0018014447586964745
790,KLRSxJoker,1.0,0.0018014447586964745
791,skyny22,1.0,0.0018014447586964745
792,Grodzio122,1.0,0.0018014447586964745
793,Vangsguard,1.0,0.0018014447586964745
794,Author15069,1.0,0.0018014447586964745
795,AyKay_Kon,1.0,0.0018014447586964745
796,PBSpiralGamer,1.0,0.0018014447586964745
797,thephiliphiker,1.0,0.0018014447586964745
798,EnteAusKuba,1.0,0.0018014447586964745
799,ZH13,1.0,0.0018014447586964745
800,fronczok,1.0,0.0018014447586964745
801,ESK8,1.0,0.0018014447586964745
802,Zerniax,1.0,0.0018014447586964745
803,Ursling,1.0,0.0018014447586964745
804,Coolbubble99,1.0,0.0018014447586964745
805,ImJohne,1.0,0.0018014447586964745
806,Carlovich_,1.0,0.0018014447586964745
807,filip_the_duck,1.0,0.0018014447586964745
808,_L_____I_____T_,1.0,0.0018014447586964745
809,Loligirl,1.0,0.0018014447586964745
810,Ceraview,1.0,0.0018014447586964745
811,Butty49,1.0,0.0018014447586964745
812,Master_Squidward,1.0,0.0018014447586964745
813,Ifrogotagainyay,1.0,0.0018014447586964745
814,lovable_chicken,1.0,0.0018014447586964745
815,polarHenry,1.0,0.0018014447586964745
816,d_e_a_f,1.0,0.0018014447586964745
817,KutMasta00,1.0,0.0018014447586964745
818,SirDumpster,1.0,0.0018014447586964745
819,n1776,1.0,0.0018014447586964745
820,metword,1.0,0.0018014447586964745
821,NobeyMan,1.0,0.0018014447586964745
822,Ximonite2,1.0,0.0018014447586964745
823,EMILIANHRX,1.0,0.0018014447586964745
824,AwesomeFirestar,1.0,0.0018014447586964745
825,Ridascxz,1.0,0.0018014447586964745
826,_MrSho3man_,1.0,0.0018014447586964745
827,AWIN7463,1.0,0.0018014447586964745
828,RTE1,1.0,0.0018014447586964745
829,junglewood31,1.0,0.0018014447586964745
830,FrenB,1.0,0.0018014447586964745
831,Wkitor,1.0,0.0018014447586964745
832,MarioJr333,1.0,0.0018014447586964745
833,Aitordo51,1.0,0.0018014447586964745
834,MarijuanaBot,1.0,0.0018014447586964745
835,Lawzypher,1.0,0.0018014447586964745
836,Vercureria,1.0,0.0018014447586964745
837,inab,1.0,0.0018014447586964745
838,N3TTY,1.0,0.0018014447586964745
839,Catcrafter_03,1.0,0.0018014447586964745
840,J896151,1.0,0.0018014447586964745
841,TrojanHorse007,1.0,0.0018014447586964745
842,6ne,1.0,0.0018014447586964745
843,Oliver5078,1.0,0.0018014447586964745
844,Vecary,1.0,0.0018014447586964745
845,DioMezzo,1.0,0.0018014447586964745
846,BlqckSweat,1.0,0.0018014447586964745
847,CheckerUssr,1.0,0.0018014447586964745
848,HassanGamer456,1.0,0.0018014447586964745
849,Souljadoc99,1.0,0.0018014447586964745
850,Droper2714,1.0,0.0018014447586964745
851,Jacopo090,1.0,0.0018014447586964745
852,Mmc_,1.0,0.0018014447586964745
853,Dojje,1.0,0.0018014447586964745
854,PandaGoat83,1.0,0.0018014447586964745
855,OneByteofMight,1.0,0.0018014447586964745
856,Fiziey,1.0,0.0018014447586964745
857,GisALick,1.0,0.0018014447586964745
858,Fuskion,1.0,0.0018014447586964745
859,Smiley_Paper,1.0,0.0018014447586964745
860,t8rt0t,1.0,0.0018014447586964745
861,Shadow_Ultra,1.0,0.0018014447586964745
862,BillusX,1.0,0.0018014447586964745
863,DebowCranks,1.0,0.0018014447586964745
864,Heck_Master,1.0,0.0018014447586964745
865,JMouse21,1.0,0.0018014447586964745
866,Adolf_Hitler_Jew,1.0,0.0018014447586964745
867,MilkyIce,1.0,0.0018014447586964745
868,yvng_,1.0,0.0018014447586964745
869,FakeNinja146,1.0,0.0018014447586964745
870,xSatvrn,1.0,0.0018014447586964745
871,Concrafter4k,1.0,0.0018014447586964745
872,lincoleo12,1.0,0.0018014447586964745
873,Slimy_Elytra,1.0,0.0018014447586964745
874,mateyro999,1.0,0.0018014447586964745
875,LabRat99,1.0,0.0018014447586964745
876,Slabbedusk,1.0,0.0018014447586964745
877,dearthegamer,1.0,0.0018014447586964745
878,Deathbringer666,1.0,0.0018014447586964745
879,fahx,1.0,0.0018014447586964745
880,SillyDilly222,1.0,0.0018014447586964745
881,8d8a,1.0,0.0018014447586964745
882,premiumwinston,1.0,0.0018014447586964745
883,UnknownEliteSZN,1.0,0.0018014447586964745
884,JayC33Bee,1.0,0.0018014447586964745
885,kriddel,1.0,0.0018014447586964745
886,RubenKnijn,1.0,0.0018014447586964745
887,Zrapovic,1.0,0.0018014447586964745
888,SpiritMayo,1.0,0.0018014447586964745
889,Farmen04,1.0,0.0018014447586964745
890,imtheonlyguy,1.0,0.0018014447586964745
891,lesye,1.0,0.0018014447586964745
892,rytmus420,1.0,0.0018014447586964745
893,devbro5000,1.0,0.0018014447586964745
894,Moi_V2,1.0,0.0018014447586964745
895,marvhus,1.0,0.0018014447586964745
896,_Skeptical_,1.0,0.0018014447586964745
897,Carbrator,1.0,0.0018014447586964745
898,SquatZ,1.0,0.0018014447586964745
899,craftbg10,1.0,0.0018014447586964745
900,flemd0gga,1.0,0.0018014447586964745
901,Meatyfrog,1.0,0.0018014447586964745
902,ImFel1x,1.0,0.0018014447586964745
903,JanBurian06,1.0,0.0018014447586964745
904,Erruman,1.0,0.0018014447586964745
905,RobertHarild,1.0,0.0018014447586964745
906,Mobmurder68,1.0,0.0018014447586964745
907,Mindphoenix,1.0,0.0018014447586964745
908,MaiF_Peanut,1.0,0.0018014447586964745
909,VyMaster323,1.0,0.0018014447586964745
910,QW83,1.0,0.0018014447586964745
911,SpaceApple16,1.0,0.0018014447586964745
912,xyLotus,1.0,0.0018014447586964745
913,MyWifeLeftMe666,1.0,0.0018014447586964745
914,KayPox,1.0,0.0018014447586964745
915,StillCoryBro,1.0,0.0018014447586964745
916,JMasterBuild,1.0,0.0018014447586964745
917,louisboss99,1.0,0.0018014447586964745
918,Ciguato,1.0,0.0018014447586964745
919,Nafekop,1.0,0.0018014447586964745
920,zxow,1.0,0.0018014447586964745
921,ShoppingCartNuts,1.0,0.0018014447586964745
922,DitDit,1.0,0.0018014447586964745
923,1tiddie,1.0,0.0018014447586964745
924,EnderPredator,1.0,0.0018014447586964745
925,No_Name_Avalible,1.0,0.0018014447586964745
926,gal_je_v_zalo,1.0,0.0018014447586964745
927,TBCLemania,1.0,0.0018014447586964745
928,slick76802,1.0,0.0018014447586964745
929,brokenpocket338,1.0,0.0018014447586964745
930,SirAndrewIII,1.0,0.0018014447586964745
931,KAktycc,1.0,0.0018014447586964745
932,stepho2003,1.0,0.0018014447586964745
933,Axel_man,1.0,0.0018014447586964745
934,SaddestOfFaces,1.0,0.0018014447586964745
935,Tinkerbell135,1.0,0.0018014447586964745
936,Wholesomchap,1.0,0.0018014447586964745
937,Gri_,1.0,0.0018014447586964745
938,LeafyOnion,1.0,0.0018014447586964745
939,8ey,1.0,0.0018014447586964745
940,DannyMorten,1.0,0.0018014447586964745
941,devster_LP,1.0,0.0018014447586964745
942,Trinal_MC,1.0,0.0018014447586964745
943,_KingVice_,1.0,0.0018014447586964745
944,zonka_bonka,1.0,0.0018014447586964745
945,GusTheJackal,1.0,0.0018014447586964745
946,koekebakker01,1.0,0.0018014447586964745
947,Gulaggh,1.0,0.0018014447586964745
948,OdiesGames,1.0,0.0018014447586964745
949,jvadi,1.0,0.0018014447586964745
950,1islessthan2,1.0,0.0018014447586964745
951,Overtime2005,1.0,0.0018014447586964745
952,StyvMC,1.0,0.0018014447586964745
953,ron_xd,1.0,0.0018014447586964745
954,TwitchPrimee_,1.0,0.0018014447586964745
955,NickT_,1.0,0.0018014447586964745
956,ThomasBE,1.0,0.0018014447586964745
957,EricBarros15,1.0,0.0018014447586964745
958,HardwareVirus,1.0,0.0018014447586964745
959,Nuuskat,1.0,0.0018014447586964745
960,minya15,1.0,0.0018014447586964745
961,NinjaOfOrthanc,1.0,0.0018014447586964745
962,YoungHands,1.0,0.0018014447586964745
963,DiggeyDug,1.0,0.0018014447586964745
964,MutantNuggets78,1.0,0.0018014447586964745
965,23Ethan233,1.0,0.0018014447586964745
966,ImDqckGR,1.0,0.0018014447586964745
967,August4B1,1.0,0.0018014447586964745
968,_Perio_,1.0,0.0018014447586964745
969,bombsgamer2221,1.0,0.0018014447586964745
970,Franky4370,1.0,0.0018014447586964745
971,Tonicc_,1.0,0.0018014447586964745
972,YoloParkour3,1.0,0.0018014447586964745
973,DerpPigs,1.0,0.0018014447586964745
974,IMadeYouMuffins,1.0,0.0018014447586964745
975,MeeRoi,1.0,0.0018014447586964745
976,HMS_DUNCAN,1.0,0.0018014447586964745
977,breakdance1000,1.0,0.0018014447586964745
978,Rodingo,1.0,0.0018014447586964745
979,TwoJohnnies,1.0,0.0018014447586964745
980,UnAll,1.0,0.0018014447586964745
981,Royal_24k,1.0,0.0018014447586964745
982,MihyFTW,1.0,0.0018014447586964745
983,KillerSquid100,1.0,0.0018014447586964745
984,L0WREV,1.0,0.0018014447586964745
985,L4hna,1.0,0.0018014447586964745
986,JustAllanNL,1.0,0.0018014447586964745
987,h0tpockets,1.0,0.0018014447586964745
988,SkyKreeper,1.0,0.0018014447586964745
989,xAndrqw,1.0,0.0018014447586964745
990,J3Rz0,1.0,0.0018014447586964745
991,DingleDangleDoff,1.0,0.0018014447586964745
992,ForgotenFleets,1.0,0.0018014447586964745
993,KhaosKing7,1.0,0.0018014447586964745
994,seizure_slayer95,1.0,0.0018014447586964745
995,GuiJol,1.0,0.0018014447586964745
996,YT_Pigeon,1.0,0.0018014447586964745
997,ryandmcmahon,1.0,0.0018014447586964745
998,Vinister155,1.0,0.0018014447586964745
999,Jman367,1.0,0.0018014447586964745
1000,ChatN0ir,1.0,0.0018014447586964745
1001,Djgames15,1.0,0.0018014447586964745
1002,spazzywazzykins,1.0,0.0018014447586964745
1003,Mag_D_Goldmen,1.0,0.0018014447586964745
1004,tinkertoe,1.0,0.0018014447586964745
1005,Darkll_,1.0,0.0018014447586964745
1006,TH3Eimis,1.0,0.0018014447586964745
1007,hyperdefined,1.0,0.0018014447586964745
1008,joefridd,1.0,0.0018014447586964745
1009,CrankySupertoon,1.0,0.0018014447586964745
1010,Skinkis,1.0,0.0018014447586964745
1011,Calebou767,1.0,0.0018014447586964745
1012,LeSpawnFag,1.0,0.0018014447586964745
1013,Superlooma,1.0,0.0018014447586964745
1014,m0nkeych0w,1.0,0.0018014447586964745
1015,sparkybooman27,1.0,0.0018014447586964745
1016,ThePurpleLamp,1.0,0.0018014447586964745
1017,xX_SweatyPalm_Xx,1.0,0.0018014447586964745
1018,Noks_Boy,1.0,0.0018014447586964745
1019,lemmetellyou5,1.0,0.0018014447586964745
1020,Ell1ngen,1.0,0.0018014447586964745
1021,Ur_MumZ_likeZ_Me,1.0,0.0018014447586964745
1022,SuperKnox,1.0,0.0018014447586964745
1023,SolemnStag,1.0,0.0018014447586964745
1024,MuzzyCerdo,1.0,0.0018014447586964745
1025,BrokedBlade,1.0,0.0018014447586964745
1026,minethatshoot,1.0,0.0018014447586964745
1027,Lyme56,1.0,0.0018014447586964745
1028,kinglyzalt2,1.0,0.0018014447586964745
1029,Djf211,1.0,0.0018014447586964745
1030,Nicka12,1.0,0.0018014447586964745
1031,ViktorDr,1.0,0.0018014447586964745
1032,th3m4d,1.0,0.0018014447586964745
1033,xTz0y,1.0,0.0018014447586964745
1034,Kittydude59,1.0,0.0018014447586964745
1035,PowderyCraftwork,1.0,0.0018014447586964745
1036,TBNRcactus2_0,1.0,0.0018014447586964745
1037,FireExtinguisher,1.0,0.0018014447586964745
1038,Loignon,1.0,0.0018014447586964745
1039,Findachan,1.0,0.0018014447586964745
1040,JakobaCleva,1.0,0.0018014447586964745
1041,Blee2005,1.0,0.0018014447586964745
1042,Chlain,1.0,0.0018014447586964745
1043,JellyBellyPetRat,1.0,0.0018014447586964745
1044,N0obking1,1.0,0.0018014447586964745
1045,Maj0rP3nguin,1.0,0.0018014447586964745
1046,Dino_Nuggie,1.0,0.0018014447586964745
1047,Rockwing,1.0,0.0018014447586964745
1048,PeterKMiner,1.0,0.0018014447586964745
1049,Gubbo_99,1.0,0.0018014447586964745
1050,Enderby13,1.0,0.0018014447586964745
1051,mustypit,1.0,0.0018014447586964745
1052,Deport_Mexicans,1.0,0.0018014447586964745
1053,Saintborn,1.0,0.0018014447586964745
1054,TheRealDillyBar,1.0,0.0018014447586964745
1055,j_supernova,1.0,0.0018014447586964745
1056,shadowgame0801,1.0,0.0018014447586964745
1057,eude_,1.0,0.0018014447586964745
1058,JebGamez,1.0,0.0018014447586964745
1059,durangosam,1.0,0.0018014447586964745
1060,llkazier,1.0,0.0018014447586964745
1061,Coolerman1001,1.0,0.0018014447586964745
1062,SWiPww,1.0,0.0018014447586964745
1063,gamesquire,1.0,0.0018014447586964745
1064,YaboiMuggy,1.0,0.0018014447586964745
1065,ok_icant,1.0,0.0018014447586964745
1066,lumpley3,1.0,0.0018014447586964745
1067,Z4CD,1.0,0.0018014447586964745
1068,GraveRipper666,1.0,0.0018014447586964745
1069,TurtleMaker,1.0,0.0018014447586964745
1070,big_cum,1.0,0.0018014447586964745
1071,trytryw,1.0,0.0018014447586964745
1072,Pork_Genius,1.0,0.0018014447586964745
1073,Lukeyman7,1.0,0.0018014447586964745
1074,Nyr_1,1.0,0.0018014447586964745
1075,Nut_Rag,1.0,0.0018014447586964745
1076,mavi_qan,1.0,0.0018014447586964745
1077,Spiffy_Hat,1.0,0.0018014447586964745
1078,Bastelmischi,1.0,0.0018014447586964745
1079,muffintime_uwu,1.0,0.0018014447586964745
1080,MattSucc,1.0,0.0018014447586964745
1081,JenJ123uk,1.0,0.0018014447586964745
1082,iFrog,1.0,0.0018014447586964745
1083,Brenthom,1.0,0.0018014447586964745
1084,5N5N,1.0,0.0018014447586964745
1085,xigel,1.0,0.0018014447586964745
1086,sanfrancisco11,1.0,0.0018014447586964745
1087,Mumdeex,1.0,0.0018014447586964745
1088,xifluffx,1.0,0.0018014447586964745
1089,Salty046,1.0,0.0018014447586964745
1090,EggBoyes,1.0,0.0018014447586964745
1091,Bloodnard,1.0,0.0018014447586964745
1092,Drastics,1.0,0.0018014447586964745
1093,lightcon,1.0,0.0018014447586964745
1094,Change_Climate,1.0,0.0018014447586964745
1095,HardWallWASTAKEN,1.0,0.0018014447586964745
1096,onewhiffbogey,1.0,0.0018014447586964745
1097,Kyyteo,1.0,0.0018014447586964745
1098,KingdomKeyblade,1.0,0.0018014447586964745
1099,fritzz_2343,1.0,0.0018014447586964745
1100,Rickertttt,1.0,0.0018014447586964745
1101,Kape06,1.0,0.0018014447586964745
1102,Sayuri_Yuto,1.0,0.0018014447586964745
1103,SunBraxel,1.0,0.0018014447586964745
1104,instrumentking45,1.0,0.0018014447586964745
1105,Monkey_Paw,1.0,0.0018014447586964745
1106,WonderMC,1.0,0.0018014447586964745
1107,Bizye,1.0,0.0018014447586964745
1108,General_Smooth,1.0,0.0018014447586964745
1109,WilliamRopke,1.0,0.0018014447586964745
1110,Everending,1.0,0.0018014447586964745
1111,viceroy__,1.0,0.0018014447586964745
1112,LucidLullabye,1.0,0.0018014447586964745
1113,Human69,1.0,0.0018014447586964745
1114,5nt,1.0,0.0018014447586964745
1115,BeaverControl,1.0,0.0018014447586964745
1116,ANDREWMANTHEKING,1.0,0.0018014447586964745
1117,Lomazithera,1.0,0.0018014447586964745
1118,0800,1.0,0.0018014447586964745
1119,JuannCraft_12,1.0,0.0018014447586964745
1120,AndreTheDragon,1.0,0.0018014447586964745
1121,AngeloWithCoffee,1.0,0.0018014447586964745
1122,leopardgaming27,1.0,0.0018014447586964745
1123,britfj183,1.0,0.0018014447586964745
1124,Trimpsuz,1.0,0.0018014447586964745
1125,Tr_KinqNiqht,1.0,0.0018014447586964745
1126,Torbomious,1.0,0.0018014447586964745
1127,_AutumnFox_,1.0,0.0018014447586964745
1128,Memo240,1.0,0.0018014447586964745
1129,firne_,1.0,0.0018014447586964745
1130,XxXDYsXxX,1.0,0.0018014447586964745
1131,_SlenderMelon,1.0,0.0018014447586964745
1132,Toho05,1.0,0.0018014447586964745
1133,Dirtdigger100,1.0,0.0018014447586964745
1134,Diminik_Playz,1.0,0.0018014447586964745
1135,7358,1.0,0.0018014447586964745
1136,muratkaan,1.0,0.0018014447586964745
1137,Playstaion,1.0,0.0018014447586964745
1138,TheFir3Man,1.0,0.0018014447586964745
1139,QQxml,1.0,0.0018014447586964745
1140,DelfininsJezus,1.0,0.0018014447586964745
1141,GamingNerd,1.0,0.0018014447586964745
1142,AzasalTheDev,1.0,0.0018014447586964745
1143,chaboza,1.0,0.0018014447586964745
1144,realkiviii_,1.0,0.0018014447586964745
1145,That0nepotato_,1.0,0.0018014447586964745
1146,Maximumrider,1.0,0.0018014447586964745
1147,Nagow9,1.0,0.0018014447586964745
1148,zcry,1.0,0.0018014447586964745
1149,krzysiumn,1.0,0.0018014447586964745
1150,Real_L0WK3Y,1.0,0.0018014447586964745
1151,Thunderpulse,1.0,0.0018014447586964745
1152,Galaxystaream,1.0,0.0018014447586964745
1153,Yokutto,1.0,0.0018014447586964745
1154,Craftylumadwarf,1.0,0.0018014447586964745
1155,_vvcraft_,1.0,0.0018014447586964745
1156,Bueszqo,1.0,0.0018014447586964745
1157,radiCOOL99,1.0,0.0018014447586964745
1158,Charlie_shibainu,1.0,0.0018014447586964745
1159,ScartTheOne,1.0,0.0018014447586964745
1160,NoSuchFieldError,1.0,0.0018014447586964745
1161,iiRighteous,1.0,0.0018014447586964745
1162,SirBoganThe3rd,1.0,0.0018014447586964745
1163,jc39466,1.0,0.0018014447586964745
1164,CrypticChrono,1.0,0.0018014447586964745
1165,Rightdoing,1.0,0.0018014447586964745
1166,THEREDBARONmvr,1.0,0.0018014447586964745
1167,xNojus900x,1.0,0.0018014447586964745
1168,grumpydude98,1.0,0.0018014447586964745
1169,SoySauceIsNice,1.0,0.0018014447586964745
1170,ApexVenix,1.0,0.0018014447586964745
1171,FilipinoFonzy,1.0,0.0018014447586964745
1172,Iumi,1.0,0.0018014447586964745
1173,Superblooner1,1.0,0.0018014447586964745
1174,alesbejr,1.0,0.0018014447586964745
1175,DonaldDrumpJR,1.0,0.0018014447586964745
1176,ByteException,1.0,0.0018014447586964745
1177,Rasul_Allah,1.0,0.0018014447586964745
1178,Xray_Doc,1.0,0.0018014447586964745
1179,SicilianMade,1.0,0.0018014447586964745
1180,F0rtniteNinja,1.0,0.0018014447586964745
1181,thefruitcake007,1.0,0.0018014447586964745
1182,Smallwar20,1.0,0.0018014447586964745
1183,MeHasChicken,1.0,0.0018014447586964745
1184,Hydelicious,1.0,0.0018014447586964745
1185,Guilliano,1.0,0.0018014447586964745
1186,IGotBannedLoL,1.0,0.0018014447586964745
1187,ZuckerBouerg,1.0,0.0018014447586964745
1188,GiollyJoestar,1.0,0.0018014447586964745
1189,UlasTalha,1.0,0.0018014447586964745
1190,05I,1.0,0.0018014447586964745
1191,Ryaguya,1.0,0.0018014447586964745
1192,Ell1ngen2,1.0,0.0018014447586964745
1193,drewthebeast35,1.0,0.0018014447586964745
1194,Ginh,1.0,0.0018014447586964745
1195,Gr1f,1.0,0.0018014447586964745
1196,123and456_OK,1.0,0.0018014447586964745
1197,appleybies,1.0,0.0018014447586964745
1198,demtios,1.0,0.0018014447586964745
1199,Bibek6219,1.0,0.0018014447586964745
1200,oodim,1.0,0.0018014447586964745
1201,SylvaticZeus,1.0,0.0018014447586964745
1202,Maxyzeta,1.0,0.0018014447586964745
1203,nario11,1.0,0.0018014447586964745
1204,George2040,1.0,0.0018014447586964745
1205,Garciat427,1.0,0.0018014447586964745
1206,NODA5,1.0,0.0018014447586964745
1207,Thonis,1.0,0.0018014447586964745
1208,0stewy0,1.0,0.0018014447586964745
1209,Vezoid,1.0,0.0018014447586964745
1210,DunaFish,1.0,0.0018014447586964745
1211,Not_A_Hacker1,1.0,0.0018014447586964745
1212,FunkadelicPeach,1.0,0.0018014447586964745
1213,codminer22,1.0,0.0018014447586964745
1214,AGuyWhoIsBored,1.0,0.0018014447586964745
1215,REDofficial,1.0,0.0018014447586964745
1216,alee14,1.0,0.0018014447586964745
1217,Kloxified,1.0,0.0018014447586964745
1218,VisualFreat,1.0,0.0018014447586964745
1219,MarQ7,1.0,0.0018014447586964745
1220,GenerationM3lon,1.0,0.0018014447586964745
1221,Cutreaper,1.0,0.0018014447586964745
1222,ItsYoungDaddy,1.0,0.0018014447586964745
1223,test_subject_2,1.0,0.0018014447586964745
1224,littlsnek,1.0,0.0018014447586964745
1225,MrPain4774,1.0,0.0018014447586964745
1226,Envez,1.0,0.0018014447586964745
1227,pigkiller3,1.0,0.0018014447586964745
