,name,mob_kills,perc
7777,Arctic_fox92,5.0,0.0003851786342952271
7778,el655,5.0,0.0003851786342952271
7779,MrRedTv,5.0,0.0003851786342952271
7780,easttv38085,5.0,0.0003851786342952271
7781,whitedinky,5.0,0.0003851786342952271
7782,MysteryMortal,5.0,0.0003851786342952271
7783,AndingMachine,5.0,0.0003851786342952271
7784,Mythooo,5.0,0.0003851786342952271
7785,N0obking1,5.0,0.0003851786342952271
7786,Amin0Acid,5.0,0.0003851786342952271
7787,NINDO_YETI,5.0,0.0003851786342952271
7788,winger12,5.0,0.0003851786342952271
7789,dooberdude,5.0,0.0003851786342952271
7790,Namy_McNameface,5.0,0.0003851786342952271
7791,Alt_Kapwn,5.0,0.0003851786342952271
7792,doltar3,5.0,0.0003851786342952271
7793,AleksisK,5.0,0.0003851786342952271
7794,NeonicPlayzzz,5.0,0.0003851786342952271
7795,Akka5000,5.0,0.0003851786342952271
7796,Akiroma_,5.0,0.0003851786342952271
7797,Arkitekt1,5.0,0.0003851786342952271
7798,Mqlody,5.0,0.0003851786342952271
7799,Mawjad,5.0,0.0003851786342952271
7800,voidsexe,5.0,0.0003851786342952271
7801,BaseLiNE3,5.0,0.0003851786342952271
7802,flopdood,5.0,0.0003851786342952271
7803,Baba_Ninja,5.0,0.0003851786342952271
7804,B1V,5.0,0.0003851786342952271
7805,MiniMcShrimp,5.0,0.0003851786342952271
7806,Minicrofts,5.0,0.0003851786342952271
7807,Mining_gibbon,5.0,0.0003851786342952271
7808,uwwo,5.0,0.0003851786342952271
7809,Mirjamar,5.0,0.0003851786342952271
7810,Misachieve,5.0,0.0003851786342952271
7811,Ayhon,5.0,0.0003851786342952271
7812,Misko_SK,5.0,0.0003851786342952271
7813,eric49378264,5.0,0.0003851786342952271
7814,velkxyz,5.0,0.0003851786342952271
7815,AustinDaGr8,5.0,0.0003851786342952271
7816,epic0440,5.0,0.0003851786342952271
7817,Momo_64,5.0,0.0003851786342952271
7818,enderantics,5.0,0.0003851786342952271
7819,Astroblivious,5.0,0.0003851786342952271
7820,Moonn7,5.0,0.0003851786342952271
7821,MordiSlovakian,5.0,0.0003851786342952271
7822,KittyAngelGirl,5.0,0.0003851786342952271
7823,irrational_,5.0,0.0003851786342952271
7824,NewSupe,5.0,0.0003851786342952271
7825,HelloGoodDay,5.0,0.0003851786342952271
7826,Gudtenfurg,5.0,0.0003851786342952271
7827,mad5g1,5.0,0.0003851786342952271
7828,noahkyr1005,5.0,0.0003851786342952271
7829,m7mdii123,5.0,0.0003851786342952271
7830,Hami4life11,5.0,0.0003851786342952271
7831,EtikaNetwork,5.0,0.0003851786342952271
7832,HarryCL,5.0,0.0003851786342952271
7833,lucassena05,5.0,0.0003851786342952271
7834,lsf,5.0,0.0003851786342952271
7835,lowhack,5.0,0.0003851786342952271
7836,osihalazoni,5.0,0.0003851786342952271
7837,ColucciA95,5.0,0.0003851786342952271
7838,Elvis_Messy,5.0,0.0003851786342952271
7839,High_Blood_Sugar,5.0,0.0003851786342952271
7840,HiramMcDaniels,5.0,0.0003851786342952271
7841,lightcon,5.0,0.0003851786342952271
7842,Hubabuba997,5.0,0.0003851786342952271
7843,leopardgaming27,5.0,0.0003851786342952271
7844,HyperReaperX,5.0,0.0003851786342952271
7845,EXPAND_DONG_420,5.0,0.0003851786342952271
7846,I_AM_CHEATING,5.0,0.0003851786342952271
7847,pigforce9,5.0,0.0003851786342952271
7848,Gtzgold,5.0,0.0003851786342952271
7849,nikistiw,5.0,0.0003851786342952271
7850,Felix12340,5.0,0.0003851786342952271
7851,Femten,5.0,0.0003851786342952271
7852,moimaatti,5.0,0.0003851786342952271
7853,Frosty_Dwarf,5.0,0.0003851786342952271
7854,Fritzbros,5.0,0.0003851786342952271
7855,mouseygrub,5.0,0.0003851786342952271
7856,GamingVexed,5.0,0.0003851786342952271
7857,FourChanTraps,5.0,0.0003851786342952271
7858,GarMol,5.0,0.0003851786342952271
7859,mert_kirhan,5.0,0.0003851786342952271
7860,Genikko,5.0,0.0003851786342952271
7861,Floid_679,5.0,0.0003851786342952271
7862,FizzleTi1s,5.0,0.0003851786342952271
7863,necromancies,5.0,0.0003851786342952271
7864,Glockopiuhm,5.0,0.0003851786342952271
7865,matyonami,5.0,0.0003851786342952271
7866,matty_kun,5.0,0.0003851786342952271
7867,newtghat,5.0,0.0003851786342952271
7868,matfoil,5.0,0.0003851786342952271
7869,FidelCastrate,5.0,0.0003851786342952271
7870,Fidden,5.0,0.0003851786342952271
7871,nicchan,5.0,0.0003851786342952271
7872,GreyPoupon76,5.0,0.0003851786342952271
7873,E9P,5.0,0.0003851786342952271
7874,DukeTheDragon,5.0,0.0003851786342952271
7875,landsmaster876,5.0,0.0003851786342952271
7876,DallasDabear11,5.0,0.0003851786342952271
7877,JoaquinStellan,5.0,0.0003851786342952271
7878,DANCERUSH,5.0,0.0003851786342952271
7879,johnnyapple4,5.0,0.0003851786342952271
7880,Judge_Murphy,5.0,0.0003851786342952271
7881,JuniorBs,5.0,0.0003851786342952271
7882,JustAnotherSheep,5.0,0.0003851786342952271
7883,Cryptex420,5.0,0.0003851786342952271
7884,KALD3S,5.0,0.0003851786342952271
7885,serpent525,5.0,0.0003851786342952271
7886,KINGOFMCBRO,5.0,0.0003851786342952271
7887,jaredfice,5.0,0.0003851786342952271
7888,Crimson5152,5.0,0.0003851786342952271
7889,KOTQKz,5.0,0.0003851786342952271
7890,jamver,5.0,0.0003851786342952271
7891,Crazyashton,5.0,0.0003851786342952271
7892,shpingle42,5.0,0.0003851786342952271
7893,Kedrunio,5.0,0.0003851786342952271
7894,sir_WillyWetish,5.0,0.0003851786342952271
7895,Kenderest,5.0,0.0003851786342952271
7896,CommunistQwerty,5.0,0.0003851786342952271
7897,Kienlabadao,5.0,0.0003851786342952271
7898,DaTaMC_,5.0,0.0003851786342952271
7899,Danny2g,5.0,0.0003851786342952271
7900,DuckBackwards,5.0,0.0003851786342952271
7901,roomba,5.0,0.0003851786342952271
7902,IkeTheRock,5.0,0.0003851786342952271
7903,Druidh,5.0,0.0003851786342952271
7904,ImJustVibin,5.0,0.0003851786342952271
7905,kuirie,5.0,0.0003851786342952271
7906,potta,5.0,0.0003851786342952271
7907,pr0lapse,5.0,0.0003851786342952271
7908,DrVarth,5.0,0.0003851786342952271
7909,DrJoefenstein,5.0,0.0003851786342952271
7910,DrJacoby12,5.0,0.0003851786342952271
7911,DrDerek,5.0,0.0003851786342952271
7912,proxivitoid,5.0,0.0003851786342952271
7913,Inobody92,5.0,0.0003851786342952271
7914,r0ckman03,5.0,0.0003851786342952271
7915,radiCOOL99,5.0,0.0003851786342952271
7916,Diskinis,5.0,0.0003851786342952271
7917,rckmnky,5.0,0.0003851786342952271
7918,khf,5.0,0.0003851786342952271
7919,JackAChan,5.0,0.0003851786342952271
7920,DebandLogan,5.0,0.0003851786342952271
7921,Das_Elefant,5.0,0.0003851786342952271
7922,Jarimimosas,5.0,0.0003851786342952271
7923,xISteinlein,5.0,0.0003851786342952271
7924,GDHiitsme,5.0,0.0003851786342952271
7925,xPliskinx,5.0,0.0003851786342952271
7926,2004nikita,5.0,0.0003851786342952271
7927,danyisill,5.0,0.0003851786342952271
7928,Olekoop,5.0,0.0003851786342952271
7929,NoMaD_EXPLORER,5.0,0.0003851786342952271
7930,2b2k,5.0,0.0003851786342952271
7931,6ne,5.0,0.0003851786342952271
7932,OreosInEggnog,5.0,0.0003851786342952271
7933,xXSneakySquid_,5.0,0.0003851786342952271
7934,6consoles,5.0,0.0003851786342952271
7935,crackers_and_jam,5.0,0.0003851786342952271
7936,OneCrazyD,5.0,0.0003851786342952271
7937,OliverA_Den_Seje,5.0,0.0003851786342952271
7938,6OOBreezy,5.0,0.0003851786342952271
7939,Aanki,5.0,0.0003851786342952271
7940,Notchchosen,5.0,0.0003851786342952271
7941,Aardappelbakker,5.0,0.0003851786342952271
7942,zacary0402,5.0,0.0003851786342952271
7943,creepermaina,5.0,0.0003851786342952271
7944,OrangeAura,5.0,0.0003851786342952271
7945,Acendingstar,5.0,0.0003851786342952271
7946,Blitz_Elite,4.0,0.0003081429074361817
7947,Doldregen,4.0,0.0003081429074361817
7948,Mag_TM,4.0,0.0003081429074361817
7949,OhnoKnux,4.0,0.0003081429074361817
7950,Bob1264,4.0,0.0003081429074361817
7951,MICHELKORDAHI,4.0,0.0003081429074361817
7952,kreeith,4.0,0.0003081429074361817
7953,IngveOtt,4.0,0.0003081429074361817
7954,XSlezinsX,4.0,0.0003081429074361817
7955,ItsJust_Apple,4.0,0.0003081429074361817
7956,DogeChain,4.0,0.0003081429074361817
7957,RaTuKaS,4.0,0.0003081429074361817
7958,xew0,4.0,0.0003081429074361817
7959,Ticaronda,4.0,0.0003081429074361817
7960,glennblinks,4.0,0.0003081429074361817
7961,Supreme240,4.0,0.0003081429074361817
7962,Domdom1228,4.0,0.0003081429074361817
7963,thephiliphiker,4.0,0.0003081429074361817
7964,DogsRNice,4.0,0.0003081429074361817
7965,Raby888,4.0,0.0003081429074361817
7966,xiiOxidx,4.0,0.0003081429074361817
7967,Thxn_,4.0,0.0003081429074361817
7968,Blockbuster828,4.0,0.0003081429074361817
7969,Scupp,4.0,0.0003081429074361817
7970,goldennarwhal12,4.0,0.0003081429074361817
7971,Supreme2,4.0,0.0003081429074361817
7972,ThatOneGeek,4.0,0.0003081429074361817
7973,Dofr,4.0,0.0003081429074361817
7974,ItsShading,4.0,0.0003081429074361817
7975,Braixtomp654,4.0,0.0003081429074361817
7976,Brady3452,4.0,0.0003081429074361817
7977,JH0NNY_br,4.0,0.0003081429074361817
7978,big_man_shay,4.0,0.0003081429074361817
7979,texbobcat,4.0,0.0003081429074361817
7980,PahrGamer,4.0,0.0003081429074361817
7981,Diakra,4.0,0.0003081429074361817
7982,NotSoSpecial_,4.0,0.0003081429074361817
7983,RandomNOOB8002,4.0,0.0003081429074361817
7984,Lucas7706,4.0,0.0003081429074361817
7985,J4ckieBoy,4.0,0.0003081429074361817
7986,LuckoIsMe,4.0,0.0003081429074361817
7987,IyeNano,4.0,0.0003081429074361817
7988,IvoryDaark,4.0,0.0003081429074361817
7989,DiamondZomboss,4.0,0.0003081429074361817
7990,33333333333335,4.0,0.0003081429074361817
7991,Dima_0796,4.0,0.0003081429074361817
7992,LukeTenU,4.0,0.0003081429074361817
7993,The_Unseen_,4.0,0.0003081429074361817
7994,Bonacity,4.0,0.0003081429074361817
7995,DiversionG,4.0,0.0003081429074361817
7996,Bombyx08,4.0,0.0003081429074361817
7997,NotBenjy,4.0,0.0003081429074361817
7998,Lythes,4.0,0.0003081429074361817
7999,ItsTheBombManiax,4.0,0.0003081429074361817
8000,M0st_0r1g1nal,4.0,0.0003081429074361817
8001,cu7Xs0ld,4.0,0.0003081429074361817
8002,rHexel,4.0,0.0003081429074361817
8003,thedude502,4.0,0.0003081429074361817
8004,zacen12,4.0,0.0003081429074361817
8005,BestGameBob,4.0,0.0003081429074361817
8006,Drageaf_Maven,4.0,0.0003081429074361817
8007,flyingarrowsaway,4.0,0.0003081429074361817
8008,OlicakLv,4.0,0.0003081429074361817
8009,Mattcool69,4.0,0.0003081429074361817
8010,legodude555,4.0,0.0003081429074361817
8011,Matthias1337,4.0,0.0003081429074361817
8012,Edwo,4.0,0.0003081429074361817
8013,bokaj_master,4.0,0.0003081429074361817
8014,IAmKoolAidMan,4.0,0.0003081429074361817
8015,MaxiTaken,4.0,0.0003081429074361817
8016,W0LVS,4.0,0.0003081429074361817
8017,BarrenVault,4.0,0.0003081429074361817
8018,foxwearingahat,4.0,0.0003081429074361817
8019,letters_1234,4.0,0.0003081429074361817
8020,boomBot,4.0,0.0003081429074361817
8021,parkour1234321,4.0,0.0003081429074361817
8022,HuggeStyle,4.0,0.0003081429074361817
8023,ZovaXrays,4.0,0.0003081429074361817
8024,BaneofCreepersX,4.0,0.0003081429074361817
8025,a_random_weirdo,4.0,0.0003081429074361817
8026,Hotdogboy85,4.0,0.0003081429074361817
8027,padees,4.0,0.0003081429074361817
8028,MelonTheFirst,4.0,0.0003081429074361817
8029,MemeGod0,4.0,0.0003081429074361817
8030,HockeyLover469,4.0,0.0003081429074361817
8031,MememeM,4.0,0.0003081429074361817
8032,Tomcos,4.0,0.0003081429074361817
8033,Banana888123,4.0,0.0003081429074361817
8034,Elizabuns,4.0,0.0003081429074361817
8035,ozmis,4.0,0.0003081429074361817
8036,fire_virus1,4.0,0.0003081429074361817
8037,Hintron101,4.0,0.0003081429074361817
8038,SueYouLol,4.0,0.0003081429074361817
8039,led3,4.0,0.0003081429074361817
8040,PaLePan,4.0,0.0003081429074361817
8041,crs100,4.0,0.0003081429074361817
8042,Nono9000,4.0,0.0003081429074361817
8043,Imakilla4567,4.0,0.0003081429074361817
8044,BestWelWauw,4.0,0.0003081429074361817
8045,xuzk,4.0,0.0003081429074361817
8046,SuperRockinMiner,4.0,0.0003081429074361817
8047,BentoNeko,4.0,0.0003081429074361817
8048,ROMAN333,4.0,0.0003081429074361817
8049,Tinkerbell135,4.0,0.0003081429074361817
8050,SenseiRowan,4.0,0.0003081429074361817
8051,DreamCray2,4.0,0.0003081429074361817
8052,xdStrydr,4.0,0.0003081429074361817
8053,SuperLogic,4.0,0.0003081429074361817
8054,top_kek,4.0,0.0003081429074361817
8055,IlGiftedlI,4.0,0.0003081429074361817
8056,21Joakim,4.0,0.0003081429074361817
8057,MathyouPage,4.0,0.0003081429074361817
8058,Duckers_,4.0,0.0003081429074361817
8059,TnTirk,4.0,0.0003081429074361817
8060,REDofficial,4.0,0.0003081429074361817
8061,V1pey,4.0,0.0003081429074361817
8062,RDfpz,4.0,0.0003081429074361817
8063,PRThomass,4.0,0.0003081429074361817
8064,Bebily,4.0,0.0003081429074361817
8065,RA21AJ,4.0,0.0003081429074361817
8066,skaczynski12,4.0,0.0003081429074361817
8067,WyattJohnDeere,4.0,0.0003081429074361817
8068,bob14159,4.0,0.0003081429074361817
8069,Masotan,4.0,0.0003081429074361817
8070,I_JERK_TO_ANIME,4.0,0.0003081429074361817
8071,Ville_xD,4.0,0.0003081429074361817
8072,JLMaddock,4.0,0.0003081429074361817
8073,LordMaclunkey,4.0,0.0003081429074361817
8074,temurj,4.0,0.0003081429074361817
8075,KBgaming,4.0,0.0003081429074361817
8076,jediguil,4.0,0.0003081429074361817
8077,TheFancyBear,4.0,0.0003081429074361817
8078,yourimeijer67,4.0,0.0003081429074361817
8079,Yanaxx,4.0,0.0003081429074361817
8080,K4NX1K_LOL,4.0,0.0003081429074361817
8081,Occultation,4.0,0.0003081429074361817
8082,TheDarkJesuz,4.0,0.0003081429074361817
8083,ashleymxndoza,4.0,0.0003081429074361817
8084,KonradKoch,4.0,0.0003081429074361817
8085,yPiikenogui,4.0,0.0003081429074361817
8086,Walkerling,4.0,0.0003081429074361817
8087,YouAreToasted,4.0,0.0003081429074361817
8088,OPGamer110,4.0,0.0003081429074361817
8089,KMcSalty,4.0,0.0003081429074361817
8090,jemma__,4.0,0.0003081429074361817
8091,Technos_Dad,4.0,0.0003081429074361817
8092,JustBarely,4.0,0.0003081429074361817
8093,YaBoiMirai,4.0,0.0003081429074361817
8094,Rem_Dawg,4.0,0.0003081429074361817
8095,iamtamilyn,4.0,0.0003081429074361817
8096,Just8den,4.0,0.0003081429074361817
8097,semajcju,4.0,0.0003081429074361817
8098,Nugetguy123,4.0,0.0003081429074361817
8099,iXQc7,4.0,0.0003081429074361817
8100,Kyyteo,4.0,0.0003081429074361817
8101,Cumgranosalis,4.0,0.0003081429074361817
8102,Cupid_is_Stupid,4.0,0.0003081429074361817
8103,Nufti,4.0,0.0003081429074361817
8104,SH3LL,4.0,0.0003081429074361817
8105,stenstorp,4.0,0.0003081429074361817
8106,CartoonFace,4.0,0.0003081429074361817
8107,Creeperzone3000,4.0,0.0003081429074361817
8108,CitronT,4.0,0.0003081429074361817
8109,h_For_hi,4.0,0.0003081429074361817
8110,Kichkinet,4.0,0.0003081429074361817
8111,CommanderDJ123,4.0,0.0003081429074361817
8112,Commander_2006,4.0,0.0003081429074361817
8113,OARMirgae08,4.0,0.0003081429074361817
8114,KaptenMrBen,4.0,0.0003081429074361817
8115,KarlBH,4.0,0.0003081429074361817
8116,RisDoesNothing,4.0,0.0003081429074361817
8117,atteiros,4.0,0.0003081429074361817
8118,RickyTheSloth,4.0,0.0003081429074361817
8119,CptJackSparrow_,4.0,0.0003081429074361817
8120,Couleur,4.0,0.0003081429074361817
8121,Corriisabamf,4.0,0.0003081429074361817
8122,YoGurt_DaVis,4.0,0.0003081429074361817
8123,skogmeN,4.0,0.0003081429074361817
8124,KdsmMc,4.0,0.0003081429074361817
8125,Yokutto,4.0,0.0003081429074361817
8126,TentinQ,4.0,0.0003081429074361817
8127,CrankySupertoon,4.0,0.0003081429074361817
8128,jakethepirate,4.0,0.0003081429074361817
8129,KingCobraJFS,4.0,0.0003081429074361817
8130,KingCookie08,4.0,0.0003081429074361817
8131,CrazyWall,4.0,0.0003081429074361817
8132,KingNoahCraft5,4.0,0.0003081429074361817
8133,Rowey_O,4.0,0.0003081429074361817
8134,Rightdoing,4.0,0.0003081429074361817
8135,Cobbelcutter,4.0,0.0003081429074361817
8136,Cloud10,4.0,0.0003081429074361817
8137,Clickydude,4.0,0.0003081429074361817
8138,ClassyCat13,4.0,0.0003081429074361817
8139,Clamant,4.0,0.0003081429074361817
8140,Kirino_,4.0,0.0003081429074361817
8141,Ricsi260,4.0,0.0003081429074361817
8142,Cuzho,4.0,0.0003081429074361817
8143,iLoXry,4.0,0.0003081429074361817
8144,jod2002,4.0,0.0003081429074361817
8145,sxjo,4.0,0.0003081429074361817
8146,James1Bond,4.0,0.0003081429074361817
8147,TORonion,4.0,0.0003081429074361817
8148,TheSirRolfe,4.0,0.0003081429074361817
8149,Zaligan,4.0,0.0003081429074361817
8150,TW_minermaotwno1,4.0,0.0003081429074361817
8151,ReStar__,4.0,0.0003081429074361817
8152,DaylenGonzalez_,4.0,0.0003081429074361817
8153,Teakin,4.0,0.0003081429074361817
8154,jwr98,4.0,0.0003081429074361817
8155,CR4,4.0,0.0003081429074361817
8156,CRYN3K_X,4.0,0.0003081429074361817
8157,Levstar,4.0,0.0003081429074361817
8158,Zackoric,4.0,0.0003081429074361817
8159,Nova_the_husky,4.0,0.0003081429074361817
8160,Jamae,4.0,0.0003081429074361817
8161,Jakertins,4.0,0.0003081429074361817
8162,JakeLeo,4.0,0.0003081429074361817
8163,karuzo98,4.0,0.0003081429074361817
8164,Bsquizz,4.0,0.0003081429074361817
8165,WWei_mapping,4.0,0.0003081429074361817
8166,Lo_Bob,4.0,0.0003081429074361817
8167,Loignon,4.0,0.0003081429074361817
8168,technblode,4.0,0.0003081429074361817
8169,The_Chuck,4.0,0.0003081429074361817
8170,The_Chunga,4.0,0.0003081429074361817
8171,tedreyer,4.0,0.0003081429074361817
8172,TIMBAGTU,4.0,0.0003081429074361817
8173,Jachym2511,4.0,0.0003081429074361817
8174,Methyyl,4.0,0.0003081429074361817
8175,keshico,4.0,0.0003081429074361817
8176,Saranasaurus,4.0,0.0003081429074361817
8177,CadeL4D,4.0,0.0003081429074361817
8178,julian0005,4.0,0.0003081429074361817
8179,Jedaki,4.0,0.0003081429074361817
8180,Lazarbean,4.0,0.0003081429074361817
8181,D0SD,4.0,0.0003081429074361817
8182,apricotbucket28,4.0,0.0003081429074361817
8183,schnoee,4.0,0.0003081429074361817
8184,D4midou,4.0,0.0003081429074361817
8185,LakeRunnerHD,4.0,0.0003081429074361817
8186,D5252T_,4.0,0.0003081429074361817
8187,Johnny_Applepoop,4.0,0.0003081429074361817
8188,apinanaivot,4.0,0.0003081429074361817
8189,Z3Y33x,4.0,0.0003081429074361817
8190,DGuy5,4.0,0.0003081429074361817
8191,JoeNation,4.0,0.0003081429074361817
8192,CantingPython,4.0,0.0003081429074361817
8193,Cangopir,4.0,0.0003081429074361817
8194,VanishingPoint,4.0,0.0003081429074361817
8195,8BitPillows,4.0,0.0003081429074361817
8196,Danozss,4.0,0.0003081429074361817
8197,RedRandy2010,4.0,0.0003081429074361817
8198,LeEeRoY,4.0,0.0003081429074361817
8199,RedIncognito,4.0,0.0003081429074361817
8200,Candrin19,4.0,0.0003081429074361817
8201,xxdeathbyfartsxx,4.0,0.0003081429074361817
8202,Dagsi10,4.0,0.0003081429074361817
8203,jose_demp,4.0,0.0003081429074361817
8204,sT_Lb,4.0,0.0003081429074361817
8205,hops23,4.0,0.0003081429074361817
8206,JeppeTheKing66,4.0,0.0003081429074361817
8207,christhecoolkid,4.0,0.0003081429074361817
8208,bebeneto57,4.0,0.0003081429074361817
8209,LegoVikingNinja,4.0,0.0003081429074361817
8210,Dane5402,4.0,0.0003081429074361817
8211,HingedCello,4.0,0.0003081429074361817
8212,Dyon_R,4.0,0.0003081429074361817
8213,Mr_Epicbut,4.0,0.0003081429074361817
8214,FoolishSlayer,4.0,0.0003081429074361817
8215,Foutadawa,4.0,0.0003081429074361817
8216,magnushegyi,4.0,0.0003081429074361817
8217,Asterg_,4.0,0.0003081429074361817
8218,desirus1,4.0,0.0003081429074361817
8219,0Bot,4.0,0.0003081429074361817
8220,_dragonexe_,4.0,0.0003081429074361817
8221,Asprow,4.0,0.0003081429074361817
8222,NasenmenschDer3e,4.0,0.0003081429074361817
8223,emiltjelle,4.0,0.0003081429074361817
8224,Slucifa,4.0,0.0003081429074361817
8225,emilishere_,4.0,0.0003081429074361817
8226,_J99,4.0,0.0003081429074361817
8227,GuacGuac,4.0,0.0003081429074361817
8228,Gruigi__,4.0,0.0003081429074361817
8229,derpycatfish433,4.0,0.0003081429074361817
8230,nicolas4life,4.0,0.0003081429074361817
8231,SkepticalHD,4.0,0.0003081429074361817
8232,Armour_Man,4.0,0.0003081429074361817
8233,wokeracc00n,4.0,0.0003081429074361817
8234,Najroy,4.0,0.0003081429074361817
8235,cowsociety,4.0,0.0003081429074361817
8236,Nicholasissomad,4.0,0.0003081429074361817
8237,UpwindStatue188,4.0,0.0003081429074361817
8238,AllCloudWolf,4.0,0.0003081429074361817
8239,Monkey_Paw,4.0,0.0003081429074361817
8240,AliciaTheRat,4.0,0.0003081429074361817
8241,dithpri,4.0,0.0003081429074361817
8242,Trainmobile,4.0,0.0003081429074361817
8243,Necrosander,4.0,0.0003081429074361817
8244,Pikachu_Jacob,4.0,0.0003081429074361817
8245,HamoodPizza,4.0,0.0003081429074361817
8246,HammerHavoc,4.0,0.0003081429074361817
8247,Gameknight_Dan,4.0,0.0003081429074361817
8248,veggiemonster42,4.0,0.0003081429074361817
8249,_PENGUIN123,4.0,0.0003081429074361817
8250,ze1029,4.0,0.0003081429074361817
8251,deathseeker101,4.0,0.0003081429074361817
8252,Halfliferyan,4.0,0.0003081429074361817
8253,WhiteHawkMC,4.0,0.0003081429074361817
8254,Sqexy,4.0,0.0003081429074361817
8255,notqeep,4.0,0.0003081429074361817
8256,PinThrower1000,4.0,0.0003081429074361817
8257,nosslrac,4.0,0.0003081429074361817
8258,August4B1,4.0,0.0003081429074361817
8259,FaceRadiation,4.0,0.0003081429074361817
8260,Astropup5000,4.0,0.0003081429074361817
8261,OnyxAgata,4.0,0.0003081429074361817
8262,Pork_Genius,4.0,0.0003081429074361817
8263,MrJamesta,4.0,0.0003081429074361817
8264,Awesome_Andy1234,4.0,0.0003081429074361817
8265,PeterKMiner,4.0,0.0003081429074361817
8266,MuddyWaffles,4.0,0.0003081429074361817
8267,Oxdis,4.0,0.0003081429074361817
8268,Fireshark3,4.0,0.0003081429074361817
8269,Ghostguy3,4.0,0.0003081429074361817
8270,SoutaSama,4.0,0.0003081429074361817
8271,MultiGamerClub,4.0,0.0003081429074361817
8272,FishyWomenPart,4.0,0.0003081429074361817
8273,Gioeleb,4.0,0.0003081429074361817
8274,drearyplane8,4.0,0.0003081429074361817
8275,Gilbarto,4.0,0.0003081429074361817
8276,FlexSealedMyDog,4.0,0.0003081429074361817
8277,mwqx,4.0,0.0003081429074361817
8278,Slashgameur,4.0,0.0003081429074361817
8279,WillChad,4.0,0.0003081429074361817
8280,MysticalFlare12,4.0,0.0003081429074361817
8281,PlootyLuvsTurtle,4.0,0.0003081429074361817
8282,PlayLikeSkills,4.0,0.0003081429074361817
8283,_MARUCHAN,4.0,0.0003081429074361817
8284,Ace________,4.0,0.0003081429074361817
8285,Gihs,4.0,0.0003081429074361817
8286,WildWendy,4.0,0.0003081429074361817
8287,will43821,4.0,0.0003081429074361817
8288,west246,4.0,0.0003081429074361817
8289,Mslsabella,4.0,0.0003081429074361817
8290,PeteAbyss,4.0,0.0003081429074361817
8291,Willjg123,4.0,0.0003081429074361817
8292,Untitled_Goose_5,4.0,0.0003081429074361817
8293,Filipek14,4.0,0.0003081429074361817
8294,watchingUTUBE190,4.0,0.0003081429074361817
8295,Pixelated_Emu,4.0,0.0003081429074361817
8296,Sparkycat29,4.0,0.0003081429074361817
8297,cosmodicyIV,4.0,0.0003081429074361817
8298,MrNowyTV,4.0,0.0003081429074361817
8299,Pixelthan,4.0,0.0003081429074361817
8300,mauroca,4.0,0.0003081429074361817
8301,SkyGodDK,4.0,0.0003081429074361817
8302,TrustedRaiin,4.0,0.0003081429074361817
8303,Pixpuma,4.0,0.0003081429074361817
8304,PizzaMaster32,4.0,0.0003081429074361817
8305,__Woodie__,4.0,0.0003081429074361817
8306,SlimPandar,4.0,0.0003081429074361817
8307,Trygvar,4.0,0.0003081429074361817
8308,GetDebianOrg,4.0,0.0003081429074361817
8309,VoidCrafted,4.0,0.0003081429074361817
8310,Flinders90s,4.0,0.0003081429074361817
8311,_Magic__,4.0,0.0003081429074361817
8312,Mrcooldead,4.0,0.0003081429074361817
8313,NitriteOfHorse,4.0,0.0003081429074361817
8314,noob663_XP,4.0,0.0003081429074361817
8315,BDGamer2007,4.0,0.0003081429074361817
8316,Aephxiated,4.0,0.0003081429074361817
8317,Steady2Wheels,4.0,0.0003081429074361817
8318,Ucanspell,4.0,0.0003081429074361817
8319,digi_jr,4.0,0.0003081429074361817
8320,Mingyu331,4.0,0.0003081429074361817
8321,eusoujesus,4.0,0.0003081429074361817
8322,Socksonme,4.0,0.0003081429074361817
8323,Wertez1115,4.0,0.0003081429074361817
8324,Torsten03,4.0,0.0003081429074361817
8325,HiImKylin,4.0,0.0003081429074361817
8326,Mineville,4.0,0.0003081429074361817
8327,ottorocks02,4.0,0.0003081429074361817
8328,fbriedis,4.0,0.0003081429074361817
8329,PuffiestCloud,4.0,0.0003081429074361817
8330,Gabrielcheats,4.0,0.0003081429074361817
8331,Enderpoint,4.0,0.0003081429074361817
8332,NerdwalkerYT,4.0,0.0003081429074361817
8333,ewlyn,4.0,0.0003081429074361817
8334,Endermite0800,4.0,0.0003081429074361817
8335,SoapyCheese,4.0,0.0003081429074361817
8336,New_Person,4.0,0.0003081429074361817
8337,cexl,4.0,0.0003081429074361817
8338,cbt_,4.0,0.0003081429074361817
8339,NoHacksJustKA,4.0,0.0003081429074361817
8340,mjjood10,4.0,0.0003081429074361817
8341,Nerraw702,4.0,0.0003081429074361817
8342,_ASEL,4.0,0.0003081429074361817
8343,lolyy,4.0,0.0003081429074361817
8344,PhalixIsVergeben,4.0,0.0003081429074361817
8345,momderator,4.0,0.0003081429074361817
8346,UleeTheAllah,4.0,0.0003081429074361817
8347,mohamedGM,4.0,0.0003081429074361817
8348,xXmadbrineXx,4.0,0.0003081429074361817
8349,MinimacMC,4.0,0.0003081429074361817
8350,moh220051,4.0,0.0003081429074361817
8351,Picatso8,4.0,0.0003081429074361817
8352,fighterhaha,4.0,0.0003081429074361817
8353,urgoodfriend123,4.0,0.0003081429074361817
8354,HentieCrusader,4.0,0.0003081429074361817
8355,VyMaster323,4.0,0.0003081429074361817
