,name,mob_kills,perc
148,Alec2662,1268.0,0.09768130165726958
149,Killet,1265.0,0.09745019447669245
150,fakelags,1257.0,0.0968339086618201
151,IcemanLoki,1250.0,0.09629465857380677
152,BXND_GXD,1247.0,0.09606355139322964
153,KomyetaWyvern,1245.0,0.09590947993951154
154,ChillyDogs,1240.0,0.09552430130521633
155,Scourge114,1236.0,0.09521615839778014
156,Zenkken,1231.0,0.09483097976348491
157,Nintendo_Super,1228.0,0.09459987258290777
158,SuperYee,1225.0,0.09436876540233063
159,Luna_Catalyst,1223.0,0.09421469394861254
160,tesla07,1223.0,0.09421469394861254
161,Gamerkav,1219.0,0.09390655104117636
162,HeidruWife,1216.0,0.09367544386059923
163,13oclock,1213.0,0.0934443366800221
164,firelox0,1212.0,0.09336730095316305
165,0xify,1195.0,0.09205769359655928
166,Greater_Magic,1194.0,0.09198065786970024
167,Aluminisin,1191.0,0.09174955068912309
168,ShatteredHej,1188.0,0.09151844350854596
169,Colin_318,1185.0,0.09128733632796883
170,SankuGG,1182.0,0.09105622914739168
171,Sloiniak,1177.0,0.09067105051309646
172,spotscat,1175.0,0.09051697905937836
173,Fyuku,1161.0,0.08943847888335173
174,vuxnq,1157.0,0.08913033597591555
175,WaxPoetic,1157.0,0.08913033597591555
176,Purrfect_Nepeta,1157.0,0.08913033597591555
177,Infernoboy16,1154.0,0.08889922879533842
178,LilPeepy,1146.0,0.08828294298046604
179,jackdel11,1144.0,0.08812887152674796
180,YazeDaze,1140.0,0.08782072861931178
181,PussyDestroyer,1135.0,0.08743554998501656
182,calinis,1134.0,0.08735851425815751
183,Relbu,1134.0,0.08735851425815751
184,Smolegit,1127.0,0.0868192641701442
185,SunBraxel,1125.0,0.0866651927164261
186,CallMeYeetayt,1121.0,0.08635704980898991
187,Harpsichord37,1110.0,0.08550965681354042
188,enox101,1109.0,0.08543262108668137
189,Halerina123,1104.0,0.08504744245238614
190,FR33WAYS,1090.0,0.08396894227635951
191,AnalTorture,1084.0,0.08350672791520523
192,Yellow_Jam,1084.0,0.08350672791520523
193,Breendo,1079.0,0.08312154928091
194,Slendeer_Games,1076.0,0.08289044210033288
195,Elestrago,1075.0,0.08281340637347383
196,TheCampngRusher,1073.0,0.08265933491975574
197,New3dge,1071.0,0.08250526346603763
198,famhertogs,1071.0,0.08250526346603763
199,Matheitohh,1063.0,0.08188897765116528
200,Woaahhh_,1058.0,0.08150379901687005
201,TardisFlight,1055.0,0.08127269183629292
202,17XL,1053.0,0.08111862038257482
203,Legoshiii,1044.0,0.08042529884084341
204,Tadhg_,1041.0,0.08019419166026628
205,FlavorousPuma2,1037.0,0.0798860487528301
206,deathcopter,1032.0,0.07950087011853488
207,dutchboi18,1027.0,0.07911569148423965
208,Sieggy123,1027.0,0.07911569148423965
209,MusicHearted,1015.0,0.0781912627619311
210,Minecraftians,1005.0,0.07742090549334064
211,Gopro336,1001.0,0.07711276258590447
212,StinkRabbit,996.0,0.07672758395160924
213,Makary01,996.0,0.07672758395160924
214,DaKIng45,991.0,0.07634240531731401
215,IsseiL,990.0,0.07626536959045496
216,_bliss2k,990.0,0.07626536959045496
217,DukDolan,987.0,0.07603426240987783
218,FireHawk92,979.0,0.07541797659500547
219,JaegaMeister,977.0,0.07526390514128738
220,bartolomejb,976.0,0.07518686941442833
221,fLLah,965.0,0.07433947641897883
222,Puppy_Rage,964.0,0.07426244069211978
223,11amw,960.0,0.0739542977846836
224,MintTM,959.0,0.07387726205782455
225,Clarence_iss,958.0,0.0738002263309655
226,Logan349,958.0,0.0738002263309655
227,cedriccnd,956.0,0.07364615487724742
228,krashen52,952.0,0.07333801196981124
229,Qendolin,951.0,0.07326097624295219
230,Mark_Dog,950.0,0.07318394051609314
231,beekeeper11,944.0,0.07272172615493888
232,vYqURTroC7,938.0,0.0722595117937846
233,xxXKraysXxx,932.0,0.07179729743263033
234,ssGod,931.0,0.07172026170577128
235,Cherrout,931.0,0.07172026170577128
236,That_Eboy,930.0,0.07164322597891225
237,AnDragon11,928.0,0.07148915452519415
238,KingCarnelian,919.0,0.07079583298346274
239,coultertek,919.0,0.07079583298346274
240,PSRIX,918.0,0.0707187972566037
241,A_CraftyPanda,915.0,0.07048769007602655
242,DoneMantis,911.0,0.07017954716859037
243,Hardwell00,911.0,0.07017954716859037
244,csisDustin,908.0,0.06994843998801324
245,Bergentrueckung_,906.0,0.06979436853429515
246,Miggers,905.0,0.0697173328074361
247,DorSchnetzler,903.0,0.06956326135371801
248,Beansboi,902.0,0.06948622562685897
249,Mr_Korwaldski,896.0,0.06902401126570469
250,physicsnurd,879.0,0.06771440390910093
251,elizzzabeth,875.0,0.06740626100166475
252,DeceiverSquad,873.0,0.06725218954794665
253,om211,869.0,0.06694404664051047
254,z0etic,869.0,0.06694404664051047
255,Amrit1,865.0,0.06663590373307429
256,DingleDangleDoff,865.0,0.06663590373307429
257,BIazin,859.0,0.06617368937192002
258,MoaFiuccia,858.0,0.06609665364506097
259,TheNethersmith,852.0,0.06563443928390669
260,aK0o,849.0,0.06540333210332956
261,TacoSundae,849.0,0.06540333210332956
262,alexero007,847.0,0.06524926064961147
263,Flutterfag_,844.0,0.06501815346903433
264,Lavamat,841.0,0.0647870462884572
265,TheAmazingTimTam,838.0,0.06455593910788006
266,ThirstyTeen,835.0,0.06432483192730293
267,BlissLess_420,834.0,0.06424779620044388
268,BuddieGamer002,834.0,0.06424779620044388
269,ClareBear0925,829.0,0.06386261756614865
270,Kath4rSis,829.0,0.06386261756614865
271,DoubleSpexon,826.0,0.06363151038557152
272,hayden12123,825.0,0.06355447465871247
273,Death_Creeeper,824.0,0.06347743893185342
274,stilwall,823.0,0.06340040320499438
275,Quintin_7035,822.0,0.06332336747813534
276,Blackaar,819.0,0.0630922602975582
277,TheRealSNA,819.0,0.0630922602975582
278,Voidtwister,818.0,0.06301522457069916
279,sanfrancisco11,816.0,0.06286115311698107
280,upkaz,813.0,0.06263004593640394
281,Custum_Quaffle,811.0,0.06247597448268584
282,ComradeNapCal,810.0,0.062398938755826784
283,Ryern904,809.0,0.06232190302896774
284,Noviip,806.0,0.062090795848390605
285,beastlypowers165,800.0,0.06162858148723633
286,Mr_PIGG3H,791.0,0.06093525994550492
287,Davwolf,790.0,0.06085822421864588
288,Soqeax,788.0,0.06070415276492779
289,FeylkonCastsVEX,788.0,0.06070415276492779
290,kymlaarmc,785.0,0.060473045584350654
291,SyndicateNA,784.0,0.060396009857491606
292,Happstarr,783.0,0.060318974130632565
293,qaa3,782.0,0.060241938403773516
294,MelwinThaHippie,781.0,0.060164902676914475
295,0992,781.0,0.060164902676914475
296,mygodiamawesome,773.0,0.05954861686204211
297,tenmeiii,772.0,0.05947158113518307
298,Sandy_08,768.0,0.05916343822774688
299,C47,765.0,0.05893233104716975
300,ConfusedPanda_,764.0,0.058855295320310703
301,7Andrei,764.0,0.058855295320310703
302,callumbx1704,764.0,0.058855295320310703
303,BurninMilk,761.0,0.058624188139733566
304,Fragaile,759.0,0.058470116686015476
305,Furydeath,754.0,0.05808493805172024
306,imabum,753.0,0.058007902324861194
307,197den197,753.0,0.058007902324861194
308,Conjo_,747.0,0.057545687963706925
309,SkyMTF,743.0,0.057237545056270746
310,FiddyKay,739.0,0.05692940214883457
311,BlazeSlayer01,736.0,0.05669829496825743
312,Leoismeo,736.0,0.05669829496825743
313,Vakten,734.0,0.05654422351453934
314,Raisin_Dan,727.0,0.05600497342652602
315,FryRocko,727.0,0.05600497342652602
316,SuperKnox,726.0,0.055927937699666974
317,MtnKush,722.0,0.055619794792230795
318,rasch4,719.0,0.05538868761165366
319,Tigershark89,719.0,0.05538868761165366
320,JustBenny_,718.0,0.055311651884794616
321,stillstills,713.0,0.05492647325049939
322,checkmate007,713.0,0.05492647325049939
323,KaleDzedaj15,711.0,0.0547724017967813
324,scarzsz,710.0,0.05469536606992225
325,domiryuu,710.0,0.05469536606992225
326,Unknown123231,709.0,0.05461833034306321
327,Naugustogi,708.0,0.05454129461620416
328,aGermanBoi,708.0,0.05454129461620416
329,Alabamasandwich,707.0,0.05446425888934512
330,blue_sneaky,705.0,0.054310187435627016
331,Tonylonely,705.0,0.054310187435627016
332,Sincronate,704.0,0.05423315170876797
333,Loweless,703.0,0.05415611598190893
334,Ashty1337,703.0,0.05415611598190893
335,_Tari,703.0,0.05415611598190893
336,Theophan,702.0,0.05407908025504988
337,Olli_Olli,702.0,0.05407908025504988
338,rickgamen,702.0,0.05407908025504988
339,MazeOfEncryption,701.0,0.05400204452819084
340,tehfaista,699.0,0.05384797307447274
341,Jvlivs_Kaesar,698.0,0.0537709373476137
342,Bananacraft2002,696.0,0.05361686589389561
343,Huck501,695.0,0.05353983016703656
344,prettyfreaky,694.0,0.05346279444017752
345,Auion,694.0,0.05346279444017752
346,MinecraftSuchter,693.0,0.05338575871331847
347,GooseTheGreat,689.0,0.05307761580588229
348,naenaelibtard,689.0,0.05307761580588229
349,Nozys,683.0,0.052615401444728024
350,VodkaTANRI,682.0,0.052538365717868976
351,FeSis,681.0,0.05246132999100993
352,Sustention,681.0,0.05246132999100993
353,AOE187,681.0,0.05246132999100993
354,Knuckles_420,677.0,0.05215318708357375
355,OprahDaHut,675.0,0.05199911562985566
356,dqtrunks,669.0,0.05153690126870139
357,Coriosity,668.0,0.05145986554184234
358,Yugimumoto1,668.0,0.05145986554184234
359,Oberst_Rogue,662.0,0.050997651180688074
360,mrrattlesnakes,662.0,0.050997651180688074
361,selecta_kikke,662.0,0.050997651180688074
362,YIemanja,661.0,0.050920615453829025
363,Fraesshair,658.0,0.05068950827325189
364,levipowerr,658.0,0.05068950827325189
365,jtbadx2308,655.0,0.05045840109267476
366,PedroNB2800,654.0,0.05038136536581571
367,BigWillyBilly666,653.0,0.05030432963895665
368,atjthe2nd,652.0,0.05022729391209761
369,0013,651.0,0.050150258185238564
370,pizzaboxer,648.0,0.049919151004661426
371,Souljadoc99,648.0,0.049919151004661426
372,SuhhhDuuude,647.0,0.049842115277802385
373,ORANGE_HOODE,643.0,0.0495339723703662
374,Regalec,643.0,0.0495339723703662
375,ItsYata,642.0,0.04945693664350716
376,Ucanread,641.0,0.04937990091664811
377,EnteAusKuba,640.0,0.04930286518978907
378,Big__Grin,638.0,0.04914879373607098
379,HBS_System,636.0,0.04899472228235288
380,Envez,635.0,0.04891768655549384
381,inuyanju,634.0,0.04884065082863479
382,XRG_Gaming,633.0,0.04876361510177575
383,Ibennett,631.0,0.04860954364805766
384,ParadoxVanish,631.0,0.04860954364805766
385,Kodeb8,631.0,0.04860954364805766
386,CyberMemes,626.0,0.048224365013762434
387,Nooflebot,626.0,0.048224365013762434
388,TheKidPrince936,624.0,0.048070293560044344
389,pu94,621.0,0.047839186379467206
390,MCgamer201,620.0,0.047762150652608165
391,notcamlol1,618.0,0.04760807919889007
392,bane_of_fenrir,618.0,0.04760807919889007
393,Maximumrider,617.0,0.04753104347203103
394,danenco,616.0,0.04745400774517198
395,ItsAmethyst,616.0,0.04745400774517198
396,Thomaslilli,616.0,0.04745400774517198
397,Vertan,614.0,0.04729993629145388
398,k104,614.0,0.04729993629145388
399,solidPEAR,613.0,0.04722290056459484
400,Zafty,613.0,0.04722290056459484
401,The_Penguin,613.0,0.04722290056459484
402,Username999,612.0,0.04714586483773579
403,SamTheKiller99,611.0,0.04706882911087675
404,julien78790,611.0,0.04706882911087675
405,Battino,610.0,0.046991793384017704
406,8chan_,608.0,0.046837721930299614
407,Gandalphf,608.0,0.046837721930299614
408,mmuuli,606.0,0.046683650476581524
409,immigrantman96,606.0,0.046683650476581524
410,Ormax,605.0,0.046606614749722476
411,DerpyBeef,602.0,0.046375507569145345
412,aldermath,600.0,0.04622143611542725
413,Renzo357567,599.0,0.04614440038856821
414,Muurholm,598.0,0.04606736466170916
415,SpaceAgeFlamingo,592.0,0.04560515030055489
416,XLNuggets,592.0,0.04560515030055489
417,Nicketic,592.0,0.04560515030055489
418,DAVE1ST1,589.0,0.04537404311997775
419,Zenithium,589.0,0.04537404311997775
420,YotoGamer,589.0,0.04537404311997775
421,MaitreChibrasse,589.0,0.04537404311997775
422,1DoobieDoo,588.0,0.045297007393118704
423,Macius2010,588.0,0.045297007393118704
424,_A_Trak_,587.0,0.045219971666259656
425,Daboju,584.0,0.044988864485682525
426,flamesenc_,582.0,0.044834793031964436
427,SoftwareVirus,582.0,0.044834793031964436
428,nowweretalkin,581.0,0.04475775730510539
429,monkeybro12,576.0,0.04437257867081016
430,KoreanHorangi,574.0,0.04421850721709207
431,Kazivion,573.0,0.04414147149023302
432,Textx,571.0,0.04398740003651493
433,Infinite_Rage,571.0,0.04398740003651493
434,CepheidSjet,571.0,0.04398740003651493
435,Treewalker2,570.0,0.04391036430965589
436,GabeDoubleU,568.0,0.0437562928559378
437,welshx7,565.0,0.043525185675360664
438,BrixalisPT,565.0,0.043525185675360664
439,toxicgamer39,564.0,0.043448149948501616
440,Wexin,564.0,0.043448149948501616
441,badpiggies007,563.0,0.043371114221642575
442,Xyrose,562.0,0.043294078494783526
443,Jmort_,558.0,0.04298593558734734
444,Shoalks,555.0,0.04275482840677021
445,Idkp,554.0,0.04267779267991116
446,dragosaurus,554.0,0.04267779267991116
447,BosnianEmir,553.0,0.04260075695305211
448,oscar1199,551.0,0.04244668549933402
449,walruswafer,550.0,0.04236964977247498
450,h0use0fcards,550.0,0.04236964977247498
451,Bubba146,549.0,0.042292614045615934
452,dinosaurwizard,549.0,0.042292614045615934
453,Jakobima,546.0,0.0420615068650388
454,Fronted,544.0,0.041907435411320706
455,IroYoshi,544.0,0.041907435411320706
456,BAS1CA11Y,543.0,0.041830399684461665
457,SoldaatMinecraft,541.0,0.041676328230743576
458,N1kk0zz,540.0,0.04159929250388453
459,Soxxeee,537.0,0.04136818532330739
460,ErrorPlayer,536.0,0.04129114959644834
461,JellyBellyPetRat,535.0,0.0412141138695893
462,JBmKay,535.0,0.0412141138695893
463,AwesomeFirestar,533.0,0.041060042415871204
464,Elmagneticus,532.0,0.04098300668901216
465,ztgasdf,531.0,0.040905970962153114
466,Bloodz_Shadow,530.0,0.04082893523529407
467,Rbrown313,528.0,0.04067486378157598
468,Djgames15,528.0,0.04067486378157598
469,poop_tickler_jr,527.0,0.040597828054716935
470,Azngymnast,525.0,0.040443756600998845
471,KingGlac,523.0,0.040289685147280756
472,iEmirYILDIRIM,523.0,0.040289685147280756
473,UberTubby,522.0,0.04021264942042171
474,LeFr,521.0,0.040135613693562666
475,ZGamer9,520.0,0.04005857796670362
476,boosa2,520.0,0.04005857796670362
477,JackBean,520.0,0.04005857796670362
478,byAnDrS,519.0,0.03998154223984458
479,yyBirn,518.0,0.03990450651298553
480,NickMulle,516.0,0.03975043505926744
481,jenson2956,516.0,0.03975043505926744
482,DaniSpy006,514.0,0.03959636360554935
483,pusssybaconn,513.0,0.0395193278786903
484,GehirnSplit,513.0,0.0395193278786903
485,horrid57,511.0,0.03936525642497221
486,BeastforceV2,510.0,0.03928822069811316
487,silent0re,509.0,0.039211184971254115
488,Raiiding,508.0,0.039134149244395074
489,Ewdfer,508.0,0.039134149244395074
490,Oduru,506.0,0.03898007779067698
491,Siric1389,505.0,0.038903042063817936
492,AlessZzz,505.0,0.038903042063817936
493,Lanzelot_,504.0,0.03882600633695889
494,Newll,504.0,0.03882600633695889
495,BigBuppa,503.0,0.038748970610099846
496,RichiHolli,502.0,0.0386719348832408
497,xZakus,501.0,0.03859489915638176
498,Tin___Can,498.0,0.03836379197580462
499,jminecraftian,497.0,0.03828675624894557
500,LeyendaAE,496.0,0.03820972052208653
501,SolemnStag,494.0,0.03805564906836844
502,NateDog_34,493.0,0.03797861334150939
503,10PieceChickenXD,493.0,0.03797861334150939
504,_fobos,493.0,0.03797861334150939
505,Raxorxd,491.0,0.0378245418877913
506,Kyris_27,490.0,0.037747506160932254
507,YaBoiHelix,490.0,0.037747506160932254
508,Freta,489.0,0.03767047043407321
509,Curaze,488.0,0.037593434707214164
510,FlytoNorway,487.0,0.03751639898035512
511,breroeluean,487.0,0.03751639898035512
512,CactusDuper,484.0,0.037285291799777985
513,_TNN,483.0,0.03720825607291894
514,MCCoops,483.0,0.03720825607291894
515,_Deadshot_1,481.0,0.03705418461920085
516,That0nepotato_,480.0,0.0369771488923418
517,ZT2351,480.0,0.0369771488923418
518,Khyta,479.0,0.03690011316548275
519,capivara1,477.0,0.03674604171176466
520,Avnar,477.0,0.03674604171176466
521,Assum,476.0,0.03666900598490562
522,marmalard,476.0,0.03666900598490562
523,Cchris,472.0,0.03636086307746944
524,The_Heavy,471.0,0.03628382735061039
525,uniqpy,471.0,0.03628382735061039
526,Bladefoxfairy,470.0,0.036206791623751344
527,Im_an_emo,470.0,0.036206791623751344
528,Sumu951,469.0,0.0361297558968923
529,ShonksBory,468.0,0.036052720170033255
530,_Dayna_,467.0,0.03597568444317421
531,Klassen7086,466.0,0.035898648716315165
532,JuannCraft_12,463.0,0.035667541535738034
533,EinWulf_,462.0,0.035590505808878986
534,__Beast___,462.0,0.035590505808878986
535,MoeMagBaum,461.0,0.03551347008201994
536,minethatshoot,461.0,0.03551347008201994
537,faragoo,460.0,0.035436434355160897
538,DaveDaDerp,460.0,0.035436434355160897
539,Asearith,459.0,0.03535939862830185
540,floptop54,459.0,0.03535939862830185
541,o0Nex0o,459.0,0.03535939862830185
542,PostMamon420,459.0,0.03535939862830185
543,Tyranox,458.0,0.03528236290144281
544,ish10m,458.0,0.03528236290144281
545,Budha4CZ,457.0,0.03520532717458375
546,Takari_San,457.0,0.03520532717458375
547,GH0STM4NE,456.0,0.03512829144772471
548,longstick3335,455.0,0.03505125572086566
549,schmu00,455.0,0.03505125572086566
550,Astrochielos,455.0,0.03505125572086566
551,KaWeebKun_,455.0,0.03505125572086566
552,veggydip,455.0,0.03505125572086566
553,Za_Zed,454.0,0.03497421999400662
554,ArsenicWaffles,454.0,0.03497421999400662
555,ElodinA,453.0,0.03489718426714757
556,OnionFGC,452.0,0.03482014854028853
557,C4RAMEL,452.0,0.03482014854028853
558,DsampG,452.0,0.03482014854028853
559,cedric222,451.0,0.03474311281342948
560,squawsquaw,451.0,0.03474311281342948
561,stringcheeese,451.0,0.03474311281342948
562,Dreexz,451.0,0.03474311281342948
563,sirotheseal,451.0,0.03474311281342948
564,eleoig,449.0,0.034589041359711394
565,DuckGoesQuack_,449.0,0.034589041359711394
566,Snyext,449.0,0.034589041359711394
567,TheNewEpicGamer,449.0,0.034589041359711394
568,bombinhax,449.0,0.034589041359711394
569,Electrollium,448.0,0.034512005632852345
570,Dunkedonbyjj,448.0,0.034512005632852345
571,Z0kk0z,447.0,0.034434969905993304
572,Sythodom,447.0,0.034434969905993304
573,Jacoblaflamme,446.0,0.034357934179134256
574,jriver_15,446.0,0.034357934179134256
575,Enrow,446.0,0.034357934179134256
576,blacko123457,445.0,0.034280898452275214
577,hootiewhooo,444.0,0.034203862725416166
578,Connor_Kenway24,443.0,0.03412682699855712
579,Zap346,442.0,0.03404979127169808
580,BentsiW,442.0,0.03404979127169808
581,Weeper_Jack,442.0,0.03404979127169808
582,Nikuta,441.0,0.03397275554483903
583,ThePro1404,440.0,0.03389571981797999
584,ux1,440.0,0.03389571981797999
585,The_Real_Fly,440.0,0.03389571981797999
586,Otterpower1K,440.0,0.03389571981797999
587,AcidPancake1,439.0,0.03381868409112094
588,Armymike95,437.0,0.03366461263740285
589,ElleYaYeet,437.0,0.03366461263740285
590,Downtime1drblunt,437.0,0.03366461263740285
591,Bastelmischi,436.0,0.03358757691054381
592,SeppEisi,436.0,0.03358757691054381
593,Velironthefirst,435.0,0.03351054118368476
594,MateoDoge,434.0,0.03343350545682571
595,Flashylol,433.0,0.03335646972996667
596,Dawnsilver,433.0,0.03335646972996667
597,Ordinary_Avocado,432.0,0.03327943400310762
598,The_Mc_Pixel,432.0,0.03327943400310762
599,CashyGames,432.0,0.03327943400310762
600,Cuby96,432.0,0.03327943400310762
601,B0ris_Johns0n,431.0,0.033202398276248574
602,dirtyblackkids,431.0,0.033202398276248574
603,MrLeevee,429.0,0.033048326822530484
604,Skyr_Felkin,429.0,0.033048326822530484
605,ZeProf2Minato,429.0,0.033048326822530484
606,AdamCoolKopf,429.0,0.033048326822530484
607,TravisBruv,429.0,0.033048326822530484
608,Melisksks,426.0,0.032817219641953346
609,ak1238,425.0,0.032740183915094305
610,Filipe327,425.0,0.032740183915094305
611,Batkoto,425.0,0.032740183915094305
612,Etuv21,425.0,0.032740183915094305
613,mikeska1,425.0,0.032740183915094305
614,ICleverNameHereI,423.0,0.03258611246137621
615,Juan_San,423.0,0.03258611246137621
616,direvenus679,422.0,0.03250907673451717
617,JMcMillen,422.0,0.03250907673451717
618,ard69,422.0,0.03250907673451717
619,SoySauceIsNice,422.0,0.03250907673451717
620,AlxDoesStuff,421.0,0.03243204100765812
621,porkchopper1001,421.0,0.03243204100765812
622,Saytto,420.0,0.03235500528079908
623,SapphireWolfie,420.0,0.03235500528079908
624,ytsuperpies,419.0,0.03227796955394003
